listing_id,high,medium,low
7171949,0.035486233,0.54082592,0.423687847
7185456,0.018130528,0.113183378,0.868686094
6855487,0.018849727,0.109829921,0.871320352
6873373,0.033668144,0.114914773,0.851417083
6902233,0.025602945,0.102960694,0.871436361
6873033,0.013290849,0.064899773,0.921809378
6910064,0.042716663,0.186959392,0.770323945
6937777,0.058809309,0.223613367,0.717577323
6910712,0.047361616,0.556290823,0.396347561
6855602,0.030461543,0.576071672,0.393466785
6854624,0.074526236,0.160766281,0.764707484
6888879,0.03196736,0.381524656,0.586507985
6921835,0.014656787,0.079070553,0.90627266
6855516,0.02274386,0.776063924,0.201192216
6938382,0.027733809,0.687723605,0.284542586
6873017,0.027733809,0.687723605,0.284542586
6855544,0.053696594,0.151647821,0.794655585
6921692,0.011151499,0.150093185,0.838755316
6943178,0.007098295,0.025481567,0.967420138
6911111,0.011113588,0.102803135,0.886083277
6901748,0.006041055,0.022807971,0.971150974
6938434,0.051749498,0.141171914,0.807078588
6921646,0.015218918,0.077578324,0.907202757
6854687,0.017443086,0.095356668,0.887200246
6867603,0.005990638,0.482730485,0.511278877
6902255,0.03506623,0.107579147,0.857354623
6918889,0.008945801,0.500268771,0.490785428
7079965,0.090716283,0.279988199,0.629295518
6943672,0.0085477,0.464726795,0.526725505
6937850,0.076342249,0.249221755,0.674435996
6901908,0.013978584,0.052887861,0.933133556
6910962,0.072827368,0.183841271,0.743331361
6922714,0.005126809,0.016529001,0.978344191
6855268,0.014901046,0.088244432,0.896854522
6942906,0.030535224,0.096744587,0.872720189
6910418,0.029121447,0.114972709,0.855905844
6901515,0.015631509,0.085523362,0.898845129
6814711,0.023529901,0.051680683,0.924789416
6868052,0.066633389,0.144768623,0.788597988
6867904,0.079702058,0.172954216,0.747343727
6889667,0.013408802,0.059574099,0.927017099
6901643,0.04437709,0.142565422,0.813057488
6937705,0.0052126,0.024649809,0.970137591
6922542,0.072013167,0.179926376,0.748060457
6866917,0.013978584,0.052887861,0.933133556
6889336,0.009961292,0.089293548,0.90074516
6943052,0.088337239,0.25780114,0.65386162
6854706,0.036184231,0.105938385,0.857877384
6922225,0.012161768,0.146671127,0.841167105
6873570,0.020646975,0.138359485,0.840993541
6854704,0.017123095,0.123430096,0.859446809
6938028,0.080003546,0.3932796,0.526716854
6873152,0.085384306,0.133903184,0.78071251
6855351,0.024323359,0.050443383,0.925233258
6867402,0.056419018,0.161285537,0.782295445
6943772,0.072728002,0.174576365,0.752695632
7061356,0.037791936,0.246917382,0.715290681
6969589,0.031253701,0.227855021,0.740891278
7060569,0.054511803,0.305439019,0.640049178
7049593,0.041718821,0.233334684,0.724946495
7172516,0.012622026,0.162902854,0.82447512
7159821,0.020955253,0.455786504,0.523258243
7173324,0.035145376,0.439188624,0.525666001
7200811,0.01941094,0.44749252,0.53309654
7110452,0.018908476,0.274440665,0.706650859
7092706,0.01381896,0.195583296,0.790597744
7061476,0.07373764,0.219248945,0.707013415
7092476,0.026054696,0.134166151,0.839779153
7171135,0.014992262,0.122633119,0.862374619
7210773,0.01206821,0.131933399,0.855998391
6958670,0.111220553,0.375418234,0.513361213
7172107,0.103914229,0.242942173,0.653143599
7142206,0.055910257,0.178404644,0.765685099
7110399,0.055910257,0.178404644,0.765685099
7060612,0.058580933,0.262495943,0.678923124
7105154,0.063133435,0.279570271,0.657296295
7065856,0.046368759,0.315275718,0.638355523
6970445,0.195781007,0.393617295,0.410601698
7061345,0.038950363,0.206215584,0.754834053
7134494,0.023746483,0.170975629,0.805277888
7158983,0.020236667,0.194555772,0.785207561
7195217,0.020236667,0.194555772,0.785207561
7136709,0.021507293,0.446136997,0.53235571
7160365,0.023113947,0.425875918,0.551010135
7136198,0.0273547,0.152701685,0.819943615
7171233,0.02520266,0.177153306,0.797644034
7110250,0.023564837,0.110232284,0.86620288
7079716,0.034361575,0.157218494,0.80841993
7173753,0.035428777,0.124870993,0.83970023
7115199,0.078766539,0.311746522,0.609486939
7172462,0.091734107,0.318796047,0.589469847
7194644,0.095258739,0.431863172,0.472878088
7049414,0.084911381,0.303619012,0.611469606
7110696,0.022475053,0.247550918,0.729974029
7226750,0.008238722,0.107587965,0.884173313
7159398,0.027280907,0.119572521,0.853146573
7209442,0.025092859,0.500164035,0.474743106
7126981,0.031828013,0.338693739,0.629478248
7111193,0.023890971,0.194033801,0.782075228
7158827,0.02503205,0.217866733,0.757101217
7127078,0.026996327,0.164067114,0.808936559
7159292,0.024724102,0.166273871,0.809002027
7159489,0.016738099,0.201870212,0.781391689
7210389,0.019226991,0.189757057,0.791015952
7050483,0.13611212,0.401729237,0.462158643
7093219,0.07556556,0.252722882,0.671711558
6958498,0.067661208,0.274257507,0.658081285
7170974,0.113559771,0.347927687,0.538512542
7049435,0.183622708,0.340113236,0.476264056
6958652,0.119605542,0.53583176,0.344562698
6959521,0.154435369,0.460294543,0.385270089
7065959,0.124514291,0.486030994,0.389454714
7093390,0.115346634,0.433440045,0.451213321
6970295,0.185216043,0.461234176,0.353549782
6971227,0.15558964,0.460276041,0.384134319
6959589,0.046877265,0.21932762,0.733795114
6970100,0.189740953,0.441191904,0.369067143
7211772,0.131999114,0.376652367,0.491348519
7178339,0.068006222,0.36905519,0.562938587
