listing_id,high,medium,low
7171949,0.03375,0.529479167,0.436770833
7185456,0.0103125,0.1071875,0.8825
6855487,0.01125,0.16375,0.825
6943178,0.00875,0.11625,0.875
6901748,0.0075,0.045,0.9475
6873373,0.0175,0.1678125,0.8146875
6902233,0.03125,0.131958333,0.836791667
6910064,0.06,0.1805,0.7595
6873033,0.015,0.126895833,0.858104167
6937777,0.05875,0.320625,0.620625
6910712,0.0775,0.58125,0.34125
6855602,0.05125,0.61375,0.335
6854624,0.09375,0.26875,0.6375
6888879,0.00875,0.154645833,0.836604167
6921835,0.01625,0.061875,0.921875
6943052,0.075,0.304375,0.620625
6854706,0.02,0.0825,0.8975
6922225,0.0225,0.109791667,0.867708333
6873570,0.02875,0.099464286,0.871785714
6854704,0.01875,0.1025,0.87875
6938434,0.03625,0.53375,0.43
6921646,0.0225,0.58375,0.39375
6855544,0.0325,0.160104167,0.807395833
6921692,0.02125,0.137166667,0.841583333
6911111,0.01625,0.11375,0.87
6854687,0.030833333,0.12875,0.840416667
6867603,0.0075,0.56,0.4325
6902255,0.05125,0.14125,0.8075
6918889,0.00625,0.55125,0.4425
6943672,0.00625,0.53375,0.46
6937850,0.043125,0.5171875,0.4396875
6901908,0.019375,0.190625,0.79
6910962,0.04,0.53375,0.42625
6922714,0.015,0.07375,0.91125
6855268,0.025,0.1325,0.8425
6942906,0.0225,0.0875,0.89
6910418,0.036875,0.376875,0.58625
6901515,0.02,0.095,0.885
6814711,0.02875,0.26375,0.7075
6868052,0.039166667,0.128333333,0.8325
6867904,0.0328125,0.4934375,0.47375
6889667,0.02,0.0775,0.9025
6901643,0.028125,0.325625,0.64625
6937705,0.00125,0.0225,0.97625
6922542,0.0325,0.588125,0.379375
6866917,0.019375,0.190625,0.79
6889336,0.02625,0.098,0.87575
6855516,0.0175,0.8109375,0.1715625
6938382,0.025,0.719083333,0.255916667
6873017,0.025,0.719083333,0.255916667
7079965,0.084166667,0.324583333,0.59125
6938028,0.085,0.333125,0.581875
6873152,0.115,0.11375,0.77125
6855351,0.0525,0.0675,0.88
6867402,0.07125,0.190625,0.738125
6943772,0.09625,0.188125,0.715625
7061345,0.04625,0.22875,0.725
7061356,0.02175,0.19825,0.78
7136709,0.03125,0.5125,0.45625
7160365,0.02625,0.5375,0.43625
7136198,0.0175,0.17,0.8125
6969589,0.0325,0.3084375,0.6590625
7060569,0.051666667,0.296666667,0.651666667
7049593,0.00875,0.215625,0.775625
7172516,0.00625,0.158125,0.835625
7159821,0.03625,0.51125,0.4525
7173324,0.05,0.50875,0.44125
7200811,0.03875,0.51625,0.445
7110452,0.02875,0.24625,0.725
7159489,0.025,0.22125,0.75375
7210389,0.0275,0.2421875,0.7303125
7092706,0.0225,0.21875,0.75875
7061476,0.055,0.370625,0.574375
7092476,0.01,0.13875,0.85125
7171135,0.00625,0.08125,0.9125
7210773,0.00875,0.12,0.87125
6958670,0.095,0.328291667,0.576708333
7172107,0.09875,0.189375,0.711875
7142206,0.035,0.150625,0.814375
7110399,0.035,0.150625,0.814375
7060612,0.05625,0.23375,0.71
6970100,0.14375,0.44125,0.415
7211772,0.14375,0.259395833,0.596854167
7178339,0.0578125,0.4903125,0.451875
7195130,0.05875,0.338041667,0.603208333
7185281,0.045,0.380104167,0.574895833
7211847,0.12125,0.60875,0.27
7110961,0.07875,0.65875,0.2625
6958983,0.13175,0.410625,0.457625
7132113,0.0425,0.215491071,0.742008929
7211478,0.0775,0.240729167,0.681770833
7159499,0.0475,0.164791667,0.787708333
7159769,0.05375,0.2825,0.66375
7178180,0.0625,0.29625,0.64125
7171459,0.03125,0.134264881,0.834485119
7031715,0.09875,0.137916667,0.763333333
7200626,0.035,0.539020833,0.425979167
7131955,0.05125,0.536205357,0.412544643
6970077,0.1425,0.37,0.4875
7159269,0.02625,0.587625,0.386125
7110982,0.024583333,0.733645833,0.241770833
7050454,0.0625,0.565416667,0.372083333
6959739,0.06125,0.463770833,0.474979167
7172339,0.04625,0.162145833,0.791604167
7110150,0.01625,0.07125,0.9125
7211573,0.0725,0.446666667,0.480833333
7159626,0.0925,0.337604167,0.569895833
7105154,0.08375,0.323104167,0.593145833
7065856,0.11375,0.204333333,0.681916667
6958226,0.105,0.233125,0.661875
7134494,0.0225,0.223125,0.754375
7158983,0.01375,0.200625,0.785625
7195217,0.01375,0.200625,0.785625
7171233,0.02,0.236875,0.743125
7110250,0.02375,0.176875,0.799375
7079716,0.03125,0.19625,0.7725
7173753,0.025,0.204375,0.770625
7115199,0.1025,0.328541667,0.568958333
7172462,0.10125,0.320625,0.578125
7194644,0.075208333,0.582083333,0.342708333
7049414,0.095,0.3125,0.5925
7110696,0.0175,0.17375,0.80875
7226750,0.0025,0.06,0.9375
7159398,0.0225,0.06125,0.91625
7209442,0.025,0.190625,0.784375
7126981,0.035,0.159375,0.805625
7111193,0.03,0.228125,0.741875
7158827,0.01375,0.219375,0.766875
