listing_id,high,medium,low
7171949,0.115488254,0.468761086,0.415750682
7185456,0.078678034,0.392196983,0.529124975
6855487,0.04451881,0.128488854,0.826992273
6943178,0.03391723,0.152127832,0.81395489
6901748,0.03391723,0.152127832,0.81395489
6873373,0.04451881,0.128488854,0.826992273
6902233,0.018833883,0.080758624,0.900407553
6910064,0.05356722,0.125750735,0.820682049
6873033,0.036226071,0.101330511,0.862443447
6937777,0.064351112,0.144348428,0.791300476
6910712,0.068964645,0.141678154,0.789357185
6855602,0.068964645,0.141678154,0.789357185
6854624,0.106179744,0.193497643,0.700322628
6888879,0.050634835,0.156691074,0.792674124
6921835,0.061359398,0.105475649,0.83316493
6855544,0.044396382,0.164304301,0.791299343
6921692,0.024225133,0.087568194,0.888206601
6911111,0.028617634,0.092256278,0.879126072
6854687,0.047529239,0.125840217,0.826630533
6938434,0.093695119,0.24261187,0.663692951
6921646,0.093695119,0.24261187,0.663692951
6943052,0.071404628,0.238414869,0.69018048
6854706,0.031891722,0.100037001,0.868071318
6922225,0.060623713,0.106684096,0.832692206
6873570,0.060623713,0.106684096,0.832692206
6854704,0.071249582,0.24006857,0.688681901
6867603,0.031828824,0.07587228,0.892298877
6902255,0.032470666,0.085944042,0.88158536
6918889,0.031828824,0.07587228,0.892298877
6943672,0.031828824,0.07587228,0.892298877
6937850,0.060342152,0.204181582,0.735476255
6901908,0.060342152,0.204181582,0.735476255
6910962,0.060342152,0.204181582,0.735476255
6922714,0.054460529,0.202571422,0.742968082
6855268,0.033083502,0.139666036,0.827250481
6942906,0.065644749,0.213905871,0.720449328
6910418,0.059516862,0.207292885,0.733190238
6901515,0.065644749,0.213905871,0.720449328
6814711,0.060342152,0.204181582,0.735476255
6868052,0.07274688,0.212279975,0.714973152
6867904,0.060342152,0.204181582,0.735476255
6889667,0.036791068,0.141293123,0.821915746
6901643,0.059516862,0.207292885,0.733190238
6937705,0.037716653,0.073947348,0.888335943
6922542,0.060342152,0.204181582,0.735476255
6866917,0.060342152,0.204181582,0.735476255
6889336,0.041262642,0.109888718,0.848848581
6938028,0.06790334,0.157992348,0.774104357
6873152,0.125756636,0.161054537,0.713188887
6855351,0.125756636,0.161054537,0.713188887
6867402,0.032420967,0.087870322,0.879708767
6943772,0.032420967,0.087870322,0.879708767
6855516,0.052990418,0.174736738,0.772272885
6938382,0.052990418,0.174736738,0.772272885
